Song,OG Artist,OG Song,Band,Album,Track ID,Popularity,Preview URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
Gotta Get It Right,Sixx:A.M.,Gotta Get It Right,Sixx:A.M.,Modern Vintage,3HfgGCb2TAbVXvzu8yO4La,29,https://p.scdn.co/mp3-preview/2c4f18001ef005a138a5cfcaafa28ff9c2c511cc?cid=3502c8805da84b25aa0305556012150b,0.602,0.952,2,-2.309,1,0.0976,0.00308,0.0,0.38,0.466,116.001,audio_features,192720,4
Lies Of The Beautiful People,Sixx:A.M.,Lies Of The Beautiful People,Sixx:A.M.,This Is Gonna Hurt,2Vs5oZG2ka6zDmT4eXl6b9,49,https://p.scdn.co/mp3-preview/3cc831d3adc7974f7b49c955bcfb0eef171e55bf?cid=3502c8805da84b25aa0305556012150b,0.413,0.992,0,-2.995,1,0.0809,0.00279,0.00019,0.16,0.246,93.973,audio_features,238360,4
Life is Beautiful,Sixx:A.M.,Life Is Beautiful,Sixx:A.M.,The Heroin Diaries Soundtrack,6zW2lcSvb5RDzJEauHZHPS,67,https://p.scdn.co/mp3-preview/90631213acdb64f05512fa300cf5f1894ead7930?cid=3502c8805da84b25aa0305556012150b,0.474,0.894,2,-4.443,0,0.0629,0.000262,0.000146,0.088,0.399,89.992,audio_features,215000,4
"Maybe It’s Time (feat. Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION, Tommy Vext)",Sixx:A.M.,Maybe Its Time,Sixx:A.M.,"Maybe It’s Time (feat. Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION, Tommy Vext)",1rptK1oec3gjHpzzrxHyln,54,https://p.scdn.co/mp3-preview/7d40f989a300e30176df7343827818cf1ba32d3e?cid=3502c8805da84b25aa0305556012150b,0.396,0.781,0,-5.148,1,0.0377,0.00158,0.0,0.185,0.201,145.06,audio_features,254201,4
Pray For Me,Sixx:A.M.,Pray For Me,Sixx:A.M.,The Heroin Diaries Soundtrack,3fN1AReeBFpbndKRKaUiWp,41,https://p.scdn.co/mp3-preview/047767998fcb35a1663a7009875f68450eaba0d7?cid=3502c8805da84b25aa0305556012150b,0.468,0.948,2,-3.698,1,0.076,2.97e-05,0.00021,0.324,0.458,131.966,audio_features,253587,4
Prayers For The Damned,Sixx:A.M.,Prayers For The Damned,Sixx:A.M.,Prayers for the Damned,2IFdWdGlCdPT99RALN1L2z,49,https://p.scdn.co/mp3-preview/fde0e66f4bc61e9897db72ab3cc75c046899efbc?cid=3502c8805da84b25aa0305556012150b,0.395,0.98,11,-3.573,0,0.116,0.000349,0.00353,0.151,0.255,159.966,audio_features,279227,4
Rise,Sixx:A.M.,Rise,Sixx:A.M.,Prayers for the Damned,66bz5iH5p8zBSbgvs84ygh,55,https://p.scdn.co/mp3-preview/3570a1a51836a90017d71a549816924958e680a7?cid=3502c8805da84b25aa0305556012150b,0.325,0.981,10,-2.71,1,0.124,0.0014,0.0024,0.35,0.294,178.164,audio_features,233587,4
Stars,Sixx:A.M.,Stars,Sixx:A.M.,Modern Vintage,293wH7LEhAbd5bQiIYcWHk,55,https://p.scdn.co/mp3-preview/13886119e5c62d521cab4f0e8b238dee871be85f?cid=3502c8805da84b25aa0305556012150b,0.503,0.966,7,-2.626,1,0.0567,0.000718,0.00259,0.316,0.379,156.961,audio_features,230120,4
This Is Gonna Hurt,Sixx:A.M.,This Is Gonna Hurt,Sixx:A.M.,This Is Gonna Hurt,3trdEhvJEmaBEHKcr6RiWH,59,https://p.scdn.co/mp3-preview/3f588bfe927588fd460adc374f887e23fe139fe6?cid=3502c8805da84b25aa0305556012150b,0.559,0.985,9,-4.149,0,0.11,0.000904,0.136,0.0241,0.197,136.029,audio_features,236293,4
Tomorrow,Sixx:A.M.,Tomorrow,Sixx:A.M.,The Heroin Diaries Soundtrack,4QN4qJBs5ez7fFBNO81nOn,37,https://p.scdn.co/mp3-preview/c42d2119ae92744d5d79a98e1df5a9594a3de507?cid=3502c8805da84b25aa0305556012150b,0.48,0.906,0,-3.967,1,0.0675,0.000488,0.0,0.26,0.387,163.947,audio_features,245360,4
We Will Not Go Quietly,Sixx:A.M.,We Will Not Go Quietly,Sixx:A.M.,Prayers for the Blessed,3dST95VJrLpwx6Pz917Ptx,47,https://p.scdn.co/mp3-preview/d0e343ec19d45795e15935c85927e331075ee88c?cid=3502c8805da84b25aa0305556012150b,0.501,0.941,2,-3.821,0,0.0897,0.000352,0.0109,0.734,0.468,91.026,audio_features,260867,4
Awake and Alive,Skillet,Awake And Alive,Skillet,Awake,0nkzd3yNniB767zSDDdLZ3,75,https://p.scdn.co/mp3-preview/bcee0bf80879cc125cbb16cea462b74314a16db1?cid=3502c8805da84b25aa0305556012150b,0.434,0.939,4,-2.983,0,0.0593,0.0425,0.0,0.491,0.569,159.932,audio_features,209493,4
Back from the Dead,Skillet,Back From The Dead,Skillet,Unleashed,7y9l4rJLsXQMHciCNSgZmi,63,https://p.scdn.co/mp3-preview/8443d7756a7a263df74715dc4553cf3218a72a9e?cid=3502c8805da84b25aa0305556012150b,0.571,0.967,9,-3.717,1,0.0716,0.00642,5.8e-06,0.227,0.712,161.962,audio_features,213587,4
Feel Invincible,Skillet,Feel Invincible,Skillet,Unleashed,0i8JFpqe9cKwnrcvoNgl1L,75,https://p.scdn.co/mp3-preview/405bd22441e5c13a677a5e0ac351aeffbc6b8255?cid=3502c8805da84b25aa0305556012150b,0.603,0.886,5,-3.777,0,0.0837,0.00045,0.0,0.26,0.395,126.025,audio_features,229933,4
Hero,Skillet,Hero,Skillet,Awake,4CbKVDZkYKdv69I4bCaKUq,76,https://p.scdn.co/mp3-preview/6c8a221e202007596efa14c6e3951f0790e54d01?cid=3502c8805da84b25aa0305556012150b,0.533,0.967,1,-2.543,1,0.0995,0.00791,0.0,0.336,0.782,142.018,audio_features,186813,4
"It's Not Me, It's You",Skillet,Its Not Me Its You,Skillet,Awake,1swaR8iEKe5qyCoyCWjyvP,53,https://p.scdn.co/mp3-preview/6f2f662babc9d2ffd777aa9cee63906c7b4fa359?cid=3502c8805da84b25aa0305556012150b,0.431,0.908,11,-3.732,0,0.0388,0.00466,0.0,0.0693,0.317,172.164,audio_features,204787,4
Legendary,Skillet,Legendary,Skillet,Victorious,2pYaGdqXBrl8MdvuwgtBb7,64,https://p.scdn.co/mp3-preview/c1f6549a881a13664a81fa3ee629a9a3e87e8cee?cid=3502c8805da84b25aa0305556012150b,0.548,0.924,11,-4.48,0,0.0689,0.00033,1.42e-05,0.162,0.242,124.031,audio_features,244538,4
Monster,Skillet,Monster,Skillet,Awake,2UREu1Y8CO4jXkbvqAtP7g,82,https://p.scdn.co/mp3-preview/f34946762fa3bee4f023a6d2efbf629f545929c0?cid=3502c8805da84b25aa0305556012150b,0.64,0.957,8,-2.336,1,0.0741,0.0431,0.0,0.0789,0.692,134.992,audio_features,178013,4
Not Gonna Die,Skillet,Not Gonna Die,Skillet,Rise (Deluxe Edition),2jfk3m8nq5IvB35s2xIs1O,69,https://p.scdn.co/mp3-preview/d813a3423f2a5fae9b13dc248c7b7cb64e98e7a2?cid=3502c8805da84b25aa0305556012150b,0.445,0.953,5,-2.463,0,0.0704,0.0106,0.0,0.281,0.475,172.063,audio_features,225280,4
Psycho In My Head,Skillet,Psycho In My Head,Skillet,Dominion: Day of Destiny,3cWQDKcIhP74CTfkxoCN0J,64,https://p.scdn.co/mp3-preview/4f4a08530fc0866c65141b260e05c985f9fbb2b8?cid=3502c8805da84b25aa0305556012150b,0.563,0.924,0,-4.004,1,0.048,0.000926,0.0,0.341,0.734,133.997,audio_features,197480,4
Rise,Skillet,Rise,Skillet,Rise (Deluxe Edition),1W0YS64vF9qgMVLuN76aqg,65,https://p.scdn.co/mp3-preview/8a0628cece94c0be3661e374d61df0ebf7de2ac9?cid=3502c8805da84b25aa0305556012150b,0.57,0.921,4,-3.892,0,0.0724,0.0127,0.0,0.818,0.381,87.938,audio_features,260787,4
Save Me,Skillet,Save Me,Skillet,Victorious,4REoG68IFlZyqVAaUwmUl0,59,https://p.scdn.co/mp3-preview/e817e98b21ce00758bba8f84223af8c37e155775?cid=3502c8805da84b25aa0305556012150b,0.556,0.888,1,-3.985,0,0.0377,0.000377,0.0,0.214,0.446,96.033,audio_features,223241,4
Savior,Skillet,Savior,Skillet,Collide,3PwUxOBMBkwILa7Y0s6h8S,48,https://p.scdn.co/mp3-preview/6b96a02d520740445196620852567ec0d8f1cbb5?cid=3502c8805da84b25aa0305556012150b,0.508,0.92,5,-3.264,1,0.045,0.000589,2.71e-06,0.107,0.301,102.989,audio_features,273627,4
Sick of It,Skillet,Sick Of It,Skillet,Rise (Deluxe Edition),4EYpOdL69yWuIRc49AyeZa,59,https://p.scdn.co/mp3-preview/a48644566ed43ba34ee0ceeb8143facde96225f3?cid=3502c8805da84b25aa0305556012150b,0.629,0.933,8,-3.051,1,0.0693,0.00389,0.0,0.114,0.589,127.0,audio_features,190360,4
Surviving The Game,Skillet,Surviving The Game,Skillet,Dominion,0urubGmXiODfWyGL6o6W4P,54,https://p.scdn.co/mp3-preview/ae0c73a78154fb44a8706f26272ef56e3c3ccc0d?cid=3502c8805da84b25aa0305556012150b,0.535,0.979,8,-3.593,1,0.0597,0.000666,0.0,0.084,0.432,103.996,audio_features,238870,4
The Last Night,Skillet,The Last Night,Skillet,Comatose,37CMjUAU8fL6YqZVTplZqZ,56,https://p.scdn.co/mp3-preview/47ed562ff96aed77cc195fe6d082eea73224c70d?cid=3502c8805da84b25aa0305556012150b,0.358,0.856,2,-2.934,1,0.0471,0.0253,0.0,0.233,0.542,169.81,audio_features,210787,4
The Older I Get,Skillet,The Older I Get,Skillet,Comatose,61N3CssJfDd8d4JJlGtqGL,46,https://p.scdn.co/mp3-preview/a6107c162ed2bbc4c0815e642ba5129c38115020?cid=3502c8805da84b25aa0305556012150b,0.393,0.936,0,-3.39,1,0.0366,0.0273,0.000322,0.329,0.554,161.904,audio_features,218347,4
The Resistance,Skillet,The Resistance,Skillet,Unleashed,5O9Dz0h08LuBi0aVvDcylh,72,https://p.scdn.co/mp3-preview/fff5a7c75990a957cc8fc33c41d251fcfc03331e?cid=3502c8805da84b25aa0305556012150b,0.483,0.941,2,-3.598,0,0.0575,0.000526,3.5e-06,0.31,0.503,156.033,audio_features,232067,4
Whispers in the Dark,Skillet,Whispers In The Dark,Skillet,Comatose,6rSuL1ViLO7Aljn2WD09s4,69,https://p.scdn.co/mp3-preview/ead6a28771ca286657652e5206be745a248d7694?cid=3502c8805da84b25aa0305556012150b,0.509,0.938,11,-3.883,0,0.0715,0.000644,0.00246,0.14,0.335,94.019,audio_features,204347,4
Little Sheila,Slade,Little Sheila,Slade,Rogues Gallery (Expanded),42E36xPwGD1Xsm6J35chb6,21,https://p.scdn.co/mp3-preview/672106bd0681710e7c7c45b5e18c3b99669bd20a?cid=3502c8805da84b25aa0305556012150b,0.492,0.931,2,-6.279,1,0.0795,0.00987,6.86e-06,0.0909,0.533,132.445,audio_features,236080,4
My Oh My,Slade,My Oh My,Slade,The Amazing Kamikaze Syndrome (Expanded),6jJR0jRu1Bz7buQEretnqd,55,https://p.scdn.co/mp3-preview/74f58fc3487eec8e5c6302c6989da93c904c9572?cid=3502c8805da84b25aa0305556012150b,0.442,0.63,0,-7.114,1,0.0291,0.00614,0.0,0.139,0.364,137.24,audio_features,252160,4
Run Runaway,Slade,Run Runaway,Slade,The Amazing Kamikaze Syndrome (Expanded),3ZiK1M9FDWHhgG180bD6DQ,51,https://p.scdn.co/mp3-preview/8d7bbcc77c4e756483393976b3cdc85bfc55ea3d?cid=3502c8805da84b25aa0305556012150b,0.585,0.855,2,-7.217,1,0.0602,0.000113,0.000211,0.0539,0.765,128.527,audio_features,300920,4
Anastasia,Slash,Anastasia,Slash,Apocalyptic Love,3jaJeSphs7bS5Gt3i5LJL3,55,https://p.scdn.co/mp3-preview/7cfd6891c0eb9e56115e8c4dbac208a09ed3d64a?cid=3502c8805da84b25aa0305556012150b,0.449,0.936,1,-5.447,1,0.0445,0.000595,0.00213,0.118,0.437,100.487,audio_features,367280,4
Back from Cali (feat. Myles Kennedy),Slash,Back From Cali,Slash,Slash,7ilRQH7nslX1nojDA3c40s,37,https://p.scdn.co/mp3-preview/4e7a468c47fb6ca2d3e712bf75c512d9b8dddd8c?cid=3502c8805da84b25aa0305556012150b,0.413,0.759,9,-6.472,1,0.0374,0.00151,0.0,0.1,0.683,132.689,audio_features,215427,4
Bent to Fly,Slash,Bent To Fly,Slash,World on Fire,0GFYwFDhvlRSvMQLEQ4rg1,48,https://p.scdn.co/mp3-preview/438557f917628a08b760e3d740d36ad5889a6454?cid=3502c8805da84b25aa0305556012150b,0.43,0.939,8,-3.781,0,0.0539,0.042,8.32e-06,0.0764,0.47,149.065,audio_features,296707,4
By the Sword (feat. Andrew Stockdale or Wolfmother),Slash,By The Sword,Slash,Slash,5m1SDcGMMG73wLGjDMMVMG,37,https://p.scdn.co/mp3-preview/4fc7987746b078b4ccc6887401c981c44fb959da?cid=3502c8805da84b25aa0305556012150b,0.367,0.642,9,-6.294,0,0.03,0.00482,1.36e-05,0.0711,0.243,143.507,audio_features,290427,4
Driving Rain (feat. Myles Kennedy and The Conspirators),Slash,Driving Rain,Slash,Living the Dream,3KtKhn8MD4nMTdgxx38LD3,43,https://p.scdn.co/mp3-preview/071c7c76d7318f135dcb629d8e259e5fc316cda1?cid=3502c8805da84b25aa0305556012150b,0.504,0.985,8,-2.729,1,0.271,3.15e-05,3.24e-05,0.162,0.424,108.012,audio_features,250080,4
Mind Your Manners (feat. Myles Kennedy and The Conspirators),Slash,Mind Your Manners,Slash,Living the Dream,1GUIPCmLJgbeDljM5wPJlM,37,https://p.scdn.co/mp3-preview/91248e7520dbc00b524436311a29c2132cb87261?cid=3502c8805da84b25aa0305556012150b,0.52,0.983,1,-2.412,1,0.366,1.69e-05,0.00123,0.271,0.493,109.999,audio_features,217840,4
Standing in the Sun,Slash,Standing In The Sun,Slash,Apocalyptic Love,1aG9PYH7dOefAPpmda90wa,34,https://p.scdn.co/mp3-preview/0903f3d0092927ed7535c2d1083c0a91192ecb75?cid=3502c8805da84b25aa0305556012150b,0.471,0.904,6,-5.107,1,0.0464,4.14e-05,4.82e-05,0.131,0.466,112.096,audio_features,243573,4
The River Is Rising (feat. Myles Kennedy and The Conspirators),Slash,The River Is Rising,Slash,4 (feat. Myles Kennedy and The Conspirators),3LqWKbOdMK4jB3NPcMIvJt,48,https://p.scdn.co/mp3-preview/e43833e0906a3f73b50ce3104e02725c54f034af?cid=3502c8805da84b25aa0305556012150b,0.303,0.991,3,-3.127,0,0.126,1.84e-05,0.00538,0.338,0.164,122.809,audio_features,222817,4
World on Fire,Slash,World On Fire,Slash,World on Fire,50XuBmcV8THyLBczxD0c2k,55,https://p.scdn.co/mp3-preview/2eadf176e579e361d41b7d599801fae71dbeda21?cid=3502c8805da84b25aa0305556012150b,0.442,0.976,1,-3.064,1,0.0837,3.65e-05,0.0,0.378,0.516,174.047,audio_features,271031,4
You're a Lie,Slash,Youre A Lie,Slash,Apocalyptic Love,3WsBoPPMmb55aFh52F6FSK,40,https://p.scdn.co/mp3-preview/e335df2d66722152d7905ff7086a812ccfe725f9?cid=3502c8805da84b25aa0305556012150b,0.482,0.975,10,-4.275,1,0.0461,0.000364,4.69e-05,0.0858,0.43,131.564,audio_features,228907,4
Been Away Too Long,Soundgarden,Been Away Too Long,Soundgarden,King Animal,3W0fjPSYTOS4WnGt3Z1c9M,42,,0.475,0.971,9,-3.541,1,0.102,5.49e-05,0.0124,0.367,0.641,152.868,audio_features,216213,4
Black Hole Sun,Soundgarden,Black Hole Sun,Soundgarden,Superunknown (Deluxe Edition),2EoOZnxNgtmZaD8uUmz2nD,81,,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,audio_features,318587,4
Black Rain,Soundgarden,Black Rain,Soundgarden,Telephantasm,0JETYuePsiRyCZoQdgxZG2,49,,0.2,0.882,7,-7.177,1,0.072,0.00129,0.607,0.204,0.275,171.02,audio_features,325813,4
Bleed Together,Soundgarden,Bleed Together,Soundgarden,A-Sides,7wRCXXuNYnjkas9vB0uyWs,23,,0.294,0.955,4,-7.356,0,0.0651,0.000424,8.75e-06,0.369,0.387,189.684,audio_features,231733,4
Blow Up The Outside World,Soundgarden,Blow Up The Outside World,Soundgarden,Down On The Upside,5TLA7O0ogTqwZHbS3ERabw,59,,0.33,0.529,9,-10.043,1,0.0358,0.000807,0.214,0.126,0.148,140.156,audio_features,345667,4
Burden In My Hand,Soundgarden,Burden In My Hand,Soundgarden,Down On The Upside,1iArQTuOzxvrtniGmkyy92,63,,0.319,0.803,10,-8.928,1,0.0394,0.00534,0.0126,0.177,0.589,183.031,audio_features,290107,4
By Crooked Steps,Soundgarden,By Crooked Steps,Soundgarden,King Animal (Deluxe Version),0g63pVqj263CMsnm7H6BtN,39,,0.58,0.858,7,-4.577,1,0.0422,0.00103,0.00134,0.192,0.533,120.91,audio_features,240547,5
Fell On Black Days,Soundgarden,Fell On Black Days,Soundgarden,Superunknown (Deluxe Edition),1wlKw9NAWVWpx7OIAyg9EA,70,,0.574,0.739,4,-5.745,0,0.0271,0.00152,0.000328,0.141,0.514,101.069,audio_features,283027,3
Halfway There,Soundgarden,Halfway There,Soundgarden,King Animal (Deluxe Version),1a8nzW9wIbqtkRvnEmUyHQ,38,,0.596,0.886,0,-4.718,1,0.0302,0.00959,7.51e-05,0.118,0.198,104.923,audio_features,196147,4
Live to Rise,Soundgarden,Live To Rise,Soundgarden,Echo Of Miles: Scattered Tracks Across The Path,0zjTLZdBM5jHXsqP3uJ8sq,49,,0.482,0.684,4,-7.115,0,0.0326,0.00134,0.00378,0.786,0.267,84.022,audio_features,280267,4
My Wave,Soundgarden,My Wave,Soundgarden,Superunknown (Deluxe Edition),6ox3xc5CNTDQiAINfzP8Zw,54,,0.509,0.95,9,-4.535,0,0.061,0.000132,0.00302,0.0937,0.705,126.591,audio_features,312613,5
Outshined - Remastered,Soundgarden,Outshined,Soundgarden,Badmotorfinger (25th Anniversary Remaster),4VwPsMcRt1HPVKIdcwY9Uj,65,,0.485,0.841,2,-6.068,0,0.0307,0.000173,0.00686,0.125,0.551,94.867,audio_features,311000,4
Pretty Noose,Soundgarden,Pretty Noose,Soundgarden,Down On The Upside,6ZzeXWwDvMzrgCWt9RwBj1,61,,0.389,0.925,0,-7.97,1,0.0643,1.79e-05,0.244,0.222,0.317,150.893,audio_features,251867,4
Rhinosaur,Soundgarden,Rhinosaur,Soundgarden,Down On The Upside,4XJq0ehSP5HXTUun2m4njP,47,,0.406,0.775,5,-8.791,0,0.0368,0.000471,0.00765,0.243,0.731,165.085,audio_features,194467,4
Spoonman,Soundgarden,Spoonman,Soundgarden,Superunknown (20th Anniversary),1jMaB19DiVR8OihLSuYFOt,72,,0.457,0.902,7,-5.624,1,0.0313,2.17e-05,0.196,0.258,0.834,92.711,audio_features,246920,4
The Day I Tried To Live,Soundgarden,The Day I Tried To Live,Soundgarden,Superunknown (Deluxe Edition),78YJJJH55MSyk7547100sW,61,,0.472,0.752,0,-6.051,1,0.0555,0.000164,0.181,0.0903,0.305,133.248,audio_features,320107,4
Cruel to Be Kind,Spacehog,Cruel To Be Kind,Spacehog,Resident Alien,3hYknBOy6YzgkVD9H8vXYq,40,https://p.scdn.co/mp3-preview/7fe6e353ffbe0990e7b818aae5511e161a608e6c?cid=3502c8805da84b25aa0305556012150b,0.571,0.878,0,-6.37,1,0.0597,0.0389,0.0004,0.0906,0.868,132.104,audio_features,185227,4
I Want to Live,Spacehog,I Want To Live,Spacehog,The Hogyssey,1uAWFxGLMpjgZhLVy0tpqt,21,https://p.scdn.co/mp3-preview/b10af61dce05626919b49d69dcfd2cf32dfeab23?cid=3502c8805da84b25aa0305556012150b,0.178,0.876,2,-4.092,1,0.068,0.00186,9.48e-06,0.194,0.34,197.238,audio_features,270840,4
In the Meantime,Spacehog,In The Meantime,Spacehog,Resident Alien,02lTDOxHeXTHsdwXoz6lpC,69,https://p.scdn.co/mp3-preview/20b0baa4734aebedaf91ce392e0f1f1dd92c106b?cid=3502c8805da84b25aa0305556012150b,0.269,0.895,9,-6.382,1,0.118,0.083,0.00266,0.153,0.16,168.479,audio_features,299507,4
Mungo City,Spacehog,Mungo City,Spacehog,The Chinese Album,2qbnbkzrWqBrHWM3DjiODp,29,https://p.scdn.co/mp3-preview/bb9582e91984b477f457a9270ba230c3ed7816d7?cid=3502c8805da84b25aa0305556012150b,0.319,0.883,5,-5.08,0,0.103,0.0043,0.000359,0.531,0.324,131.134,audio_features,274267,1
All I Want,Staind,All I Want,Staind,The Illusion of Progress,6CFRuCPEHwp3vChFAFjQtR,22,https://p.scdn.co/mp3-preview/7b15fd7a64ef08ace5a16e9976b8141401ba8b2b?cid=3502c8805da84b25aa0305556012150b,0.365,0.853,1,-3.617,1,0.0321,0.000304,0.000193,0.0979,0.515,172.011,audio_features,209987,4
Believe,Staind,Believe,Staind,The Illusion of Progress,17F9gfZXMGTX3NUFEXXRRX,24,https://p.scdn.co/mp3-preview/560983405059d7c4eadbcaa97a6e4616e283230a?cid=3502c8805da84b25aa0305556012150b,0.537,0.736,10,-4.721,0,0.0284,0.000659,0.00281,0.15,0.227,113.933,audio_features,257307,4
Epiphany,Staind,Epiphany,Staind,Break the Cycle,0p7HrbUcy8fl7MaImwevxP,46,https://p.scdn.co/mp3-preview/2fde0efd655c7ca3adca1b87c8feaa6844a5bbbb?cid=3502c8805da84b25aa0305556012150b,0.559,0.487,6,-9.349,1,0.0266,0.0327,0.0814,0.129,0.145,149.961,audio_features,256133,4
Everything Changes,Staind,Everything Changes,Staind,Chapter V,5zYPkU3zCbldWNcw6GGx9x,42,https://p.scdn.co/mp3-preview/ec65b5507634665bdc0749d5a3f05eb52feb1f23?cid=3502c8805da84b25aa0305556012150b,0.5,0.612,4,-4.944,1,0.0332,0.0267,0.157,0.404,0.0668,124.992,audio_features,238427,3
Eyes Wide Open,Staind,Eyes Wide Open,Staind,Staind,0OgZjKTgWGQ8och3pwftql,33,https://p.scdn.co/mp3-preview/33551447b85f5e7be132431b617c580acccc594e?cid=3502c8805da84b25aa0305556012150b,0.594,0.937,1,-3.876,0,0.13,0.000477,0.0282,0.0573,0.477,112.005,audio_features,210600,4
Fade,Staind,Fade,Staind,Break the Cycle,5uR6JoqiwSkZIju8i4nyaC,44,https://p.scdn.co/mp3-preview/3172a86652c6405f70823b73ea963a02459c635e?cid=3502c8805da84b25aa0305556012150b,0.471,0.846,1,-3.632,1,0.0416,0.00209,0.0369,0.126,0.255,116.469,audio_features,242600,4
Falling,Staind,Falling,Staind,Chapter V,495AB1O89mwUFZgL43j5Vz,31,https://p.scdn.co/mp3-preview/1d1fad5855ee43f432717bbcd539559f631765f7?cid=3502c8805da84b25aa0305556012150b,0.457,0.893,1,-5.939,1,0.0788,8.67e-05,0.00618,0.06,0.66,168.076,audio_features,260147,4
For You,Staind,For You,Staind,Break the Cycle,3gAZuCwnlRkAjcnP1Q4yzu,53,https://p.scdn.co/mp3-preview/740626599a0cad2a6b3cb1d07b4e60558a93b69f?cid=3502c8805da84b25aa0305556012150b,0.318,0.958,10,-2.683,1,0.442,0.0603,4.68e-06,0.0981,0.3,163.089,audio_features,206200,4
Here And Now,Staind,Here And Now,Staind,Here And Now,1WI3vLQfstHF8q9CqJN3zY,10,,0.396,0.806,4,-3.267,1,0.0489,0.0233,0.0147,0.0727,0.288,125.211,audio_features,237859,4
Home,Staind,Home,Staind,Dysfunction,5cvipiWM5V4lf7H2cNwmNl,46,https://p.scdn.co/mp3-preview/0397f23b29f0b4c8e0a3ea9f09fb84e4be51e5eb?cid=3502c8805da84b25aa0305556012150b,0.486,0.784,6,-4.617,1,0.0359,0.000645,0.255,0.211,0.302,123.29,audio_features,244933,4
How About You,Staind,How About You,Staind,14 Shades of Grey,4Q1XmQnyT8ZqQBYVu16mPi,40,https://p.scdn.co/mp3-preview/35077427373607694b2480b59199dd4fa804a588?cid=3502c8805da84b25aa0305556012150b,0.277,0.949,8,-2.596,1,0.171,0.000231,0.0,0.149,0.204,114.616,audio_features,237667,4
It's Been Awhile,Staind,Its Been Awhile,Staind,Break the Cycle,1BExV8JprNJLvLeDE9qdEW,68,https://p.scdn.co/mp3-preview/556736a51750be67c6a0f53211efadc248fd9938?cid=3502c8805da84b25aa0305556012150b,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,audio_features,264707,4
Just Go,Staind,Just Go,Staind,Dysfunction,45chhYFgWlUNobpEMq7PxP,45,https://p.scdn.co/mp3-preview/ae9cfbbddf33dc80a812de99a310903fa100a470?cid=3502c8805da84b25aa0305556012150b,0.529,0.687,6,-5.574,1,0.038,0.00129,2.58e-05,0.107,0.41,126.567,audio_features,290013,4
King of All Excuses,Staind,King Of All Excuses,Staind,Chapter V,3UR4ZyX5u2QTF5gfLPMLug,20,https://p.scdn.co/mp3-preview/80fff3593e09dbf91e75e406491dbe970f52b91a?cid=3502c8805da84b25aa0305556012150b,0.506,0.873,9,-5.261,1,0.137,0.000554,0.00216,0.0593,0.262,167.993,audio_features,219867,4
Lowest In Me,Staind,Lowest In Me,Staind,Confessions Of The Fallen,4vCmNZrbKxTaRB4gVrTsR1,13,,0.446,0.974,6,-3.386,1,0.118,4.92e-05,0.806,0.408,0.298,99.058,audio_features,187291,4
Mudshovel,Staind,Mudshovel,Staind,Dysfunction,6264zKFgXM13JuRBX4MMyD,67,https://p.scdn.co/mp3-preview/9e0c410e63aec4d4670112987c4bd973bd845d28?cid=3502c8805da84b25aa0305556012150b,0.328,0.826,6,-5.085,1,0.0362,0.000224,0.000944,0.0818,0.341,106.606,audio_features,282093,4
Not Again,Staind,Not Again,Staind,Staind,6PsH6q8WgzoL9m6R7WNgtO,34,https://p.scdn.co/mp3-preview/ce27550e4cca855c50da33c5767eb1c3fb22139a?cid=3502c8805da84b25aa0305556012150b,0.552,0.853,1,-3.841,1,0.0418,0.000125,0.00193,0.0611,0.378,129.988,audio_features,274560,4
Here And Now,Staind,Now,Staind,Here And Now,1WI3vLQfstHF8q9CqJN3zY,10,,0.396,0.806,4,-3.267,1,0.0489,0.0233,0.0147,0.0727,0.288,125.211,audio_features,237859,4
Outside,Staind,Outside,Staind,Break the Cycle,5D6rk7Zr7FRy5m2fDte5fp,62,https://p.scdn.co/mp3-preview/dc571b1ba19ba798a28855543734968516fea44b?cid=3502c8805da84b25aa0305556012150b,0.515,0.594,1,-4.708,1,0.0262,0.00844,0.00658,0.0752,0.218,146.564,audio_features,293133,4
Price to Play,Staind,Price To Play,Staind,14 Shades of Grey,6WV1sNIE0gG9cIdQ27vuvI,48,https://p.scdn.co/mp3-preview/ff6574be7d9f6c79e89afcad3983849e97c4d5da?cid=3502c8805da84b25aa0305556012150b,0.41,0.922,1,-1.906,0,0.0499,3.1e-05,0.000343,0.189,0.327,109.511,audio_features,215267,4
Right Here,Staind,Right Here,Staind,Chapter V,36IkR2i4HaV3SRsSHzje6v,48,https://p.scdn.co/mp3-preview/5367b75de9b0ea0145e075739abde47a3d8a9f46?cid=3502c8805da84b25aa0305556012150b,0.487,0.627,10,-6.506,0,0.0304,0.00141,3e-05,0.109,0.219,112.269,audio_features,251013,4
So Far Away,Staind,So Far Away,Staind,14 Shades of Grey,6FOpPA0a80RuBqqgDozvja,70,https://p.scdn.co/mp3-preview/fe3395c13b8712e06fc9db5f8c39ff4703cfe460?cid=3502c8805da84b25aa0305556012150b,0.407,0.896,6,-2.935,1,0.063,0.012,0.0,0.196,0.156,138.697,audio_features,243573,3
