Song,OG Artist,OG Song,Band,Album,Track ID,Popularity,Preview URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
Believe in Love (2015 - Remaster),Scorpions,Believe In Love,Scorpions,Savage Amusement,7dJgMpT6LzQTlLMEuoapq2,48,https://p.scdn.co/mp3-preview/97bb4081f1c2d68dcdafe1ae8c764cb7744a9269?cid=3502c8805da84b25aa0305556012150b,0.471,0.765,3,-4.406,1,0.0323,0.0668,0.082,0.128,0.353,132.537,audio_features,323613,4
Big City Nights (2015 - Remaster),Scorpions,Big City Nights,Scorpions,Love At First Sting,4j7GkwzZTidryYlrgvzY6u,55,https://p.scdn.co/mp3-preview/2c52cc1659638e200fed2185732f33715c97c7cc?cid=3502c8805da84b25aa0305556012150b,0.499,0.936,9,-3.031,0,0.069,0.000636,0.0025,0.0658,0.662,137.627,audio_features,249147,4
Can’t Live Without You (2015 - Remaster),Scorpions,CANt LIVE WITHOUT YOU,Scorpions,Blackout,3vLOU0DcbceNNdehvBSKxc,36,https://p.scdn.co/mp3-preview/33fd9fc95c7e2505e20992fb78a26434a32a0031?cid=3502c8805da84b25aa0305556012150b,0.475,0.958,2,-2.177,1,0.143,0.0343,9.97e-05,0.0673,0.483,151.747,audio_features,228653,4
Don't Believe Her,Scorpions,Dont Believe Her,Scorpions,Crazy World,6mPsYhcy0UIScC4YyekLr0,42,,0.497,0.887,7,-8.077,1,0.0531,0.00185,0.55,0.38,0.341,127.661,audio_features,295627,4
Hit Between The Eyes,Scorpions,Hit Between The Eyes,Scorpions,Crazy World,6pVnEL98xUnESYP0JbLXJI,39,,0.36,0.946,7,-8.515,1,0.0576,0.000351,0.00924,0.117,0.546,171.484,audio_features,272627,4
I Can't Explain,Scorpions,I Cant Explain,Scorpions,Savage Amusement,33BEofu44Nup4atVm21HOm,22,https://p.scdn.co/mp3-preview/b88f117f50910c500b2a8a2f3a6180e9b76f461e?cid=3502c8805da84b25aa0305556012150b,0.365,0.466,1,-3.509,1,0.0743,0.000163,0.0166,0.515,0.238,127.492,audio_features,276813,4
I'm Leaving You - 2015 - Remaster,Scorpions,Im Leaving You,Scorpions,Love At First Sting (Deluxe Edition),1eTFhNtMlCFcur3jwLPiJE,4,,0.428,0.921,7,-2.764,1,0.081,0.000416,2.78e-05,0.0759,0.549,143.103,audio_features,256720,4
No One Like You - 2015 Remaster,Scorpions,NO ONE LIKE YOU,Scorpions,Blackout,0hLQWHwB6GZlkASpS7DkdW,22,,0.441,0.796,9,-2.851,0,0.0431,0.0167,2.52e-06,0.166,0.696,118.146,audio_features,238867,4
Rhythm of Love,Scorpions,Rhythm Of Love,Scorpions,Comeblack,3VDfLfd7lfCU3MTIXNqfR3,56,https://p.scdn.co/mp3-preview/f4713dac7e1e4fe9c9bcfc3765dc542fd6d569fe?cid=3502c8805da84b25aa0305556012150b,0.523,0.882,5,-4.156,0,0.0356,0.00291,0.0184,0.092,0.501,90.03,audio_features,219467,4
Rock You Like a Hurricane - 2011,Scorpions,Rock You Like A Hurricane,Scorpions,Comeblack,46QazXxQS0B31CnbRCy8CV,71,https://p.scdn.co/mp3-preview/8beafb6115a9ad167349bb89151e0fda6e7d37df?cid=3502c8805da84b25aa0305556012150b,0.587,0.891,11,-3.381,1,0.0361,0.000261,0.00454,0.314,0.705,124.005,audio_features,255573,4
Send Me An Angel,Scorpions,Send Me An Angel,Scorpions,Crazy World,1bKQ48M9onID2kbSpRy8kK,72,,0.153,0.417,1,-11.587,1,0.0318,0.434,0.000622,0.211,0.166,80.87,audio_features,273333,3
Still Loving You,Scorpions,Still Loving You,Scorpions,Comeblack,0RdUX4WE0fO30VnlUbDVL6,75,https://p.scdn.co/mp3-preview/5d829ba6cb52bd503f451f21d19522494059768a?cid=3502c8805da84b25aa0305556012150b,0.282,0.605,6,-4.916,0,0.0294,0.0047,0.00144,0.103,0.0783,103.929,audio_features,403453,4
Tease Me Please Me,Scorpions,Tease Me Please Me,Scorpions,Crazy World,2QpY0RaiEsfiguZZRcMWo0,53,,0.479,0.965,9,-8.617,1,0.076,0.00428,0.0742,0.113,0.237,132.682,audio_features,285400,4
Under The Same Sun,Scorpions,Under The Same Sun,Scorpions,Face The Heat,0NHBt8bp6tloebOWV3U3fN,59,,0.377,0.84,2,-6.022,1,0.1,0.0128,2.71e-05,0.102,0.311,150.349,audio_features,293733,4
Wind Of Change,Scorpions,Wind Of Change,Scorpions,Crazy World,3ovjw5HZZv43SxTwApooCM,82,,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,audio_features,312360,4
Woman,Scorpions,Woman,Scorpions,Face The Heat,6f2I53LI6RjxHDlWqy1mW9,35,,0.353,0.516,4,-6.988,0,0.0302,0.0799,0.156,0.0785,0.1,159.624,audio_features,356893,3
Against The Wall - Acoustic Version,Seether,Against The Wall,Seether,Against The Wall (Acoustic Version),7iHpX7m9owsqawBy008yvF,48,,0.58,0.488,1,-10.585,1,0.0262,0.255,2.63e-05,0.108,0.13,131.998,audio_features,206825,4
Betray And Degrade,Seether,Betray And Degrade,Seether,Poison The Parish (Deluxe Edition),3XHnaUAFX8PfNMW1hHC75N,52,,0.58,0.737,10,-4.795,1,0.0335,9.85e-05,0.0367,0.0823,0.506,92.0,audio_features,244347,4
Breakdown,Seether,Breakdown,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),0Q9f1NBvKCC37V4oJVEgCh,60,,0.417,0.871,1,-3.54,1,0.039,0.000483,3.43e-05,0.0867,0.188,142.003,audio_features,209267,4
Broken,Seether,Broken,Seether,Disclaimer II,507bYMYfbm6sUS9iEAaeSd,73,,0.448,0.61,3,-2.695,0,0.0342,0.0102,0.000491,0.135,0.214,123.762,audio_features,258333,4
Bruised And Bloodied,Seether,Bruised And Bloodied,Seether,"Si Vis Pacem, Para Bellum",60zDzUtVX5z1DPefxMZ2J7,47,,0.629,0.88,2,-4.483,1,0.0371,7.54e-05,0.0332,0.064,0.454,121.008,audio_features,217773,4
Careless Whisper,Seether,Careless Whisper,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),46eHxWRKmtYhUHPDRgclt6,68,,0.469,0.943,2,-4.196,1,0.102,6.07e-05,0.00547,0.0717,0.358,134.031,audio_features,296973,4
Country Song,Seether,Country Song,Seether,Holding Onto Strings Better Left To Fray,2abHKI9Oox4NBEhOh3HMbq,66,,0.63,0.86,0,-6.117,1,0.0327,0.00115,1.19e-06,0.231,0.911,95.978,audio_features,229720,4
Dangerous,Seether,Dangerous,Seether,"Si Vis Pacem, Para Bellum",0y1t3QzZAjfFd5IxQZCS1V,53,,0.599,0.901,0,-4.842,0,0.071,0.000766,0.0154,0.0597,0.536,100.995,audio_features,229640,4
Driven Under,Seether,Driven Under,Seether,Disclaimer,3pavDZo8o2ctgkVhERSzy6,57,,0.561,0.86,9,-3.273,0,0.0307,0.00033,0.000469,0.114,0.251,130.703,audio_features,272907,4
Fake It,Seether,Fake It,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),4eAwB5pnKFTmsgc3zWoYO0,77,,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,audio_features,193893,4
Fine Again,Seether,Fine Again,Seether,Disclaimer,4eTIe5eqds88bA9ua6p5p6,71,,0.442,0.855,6,-2.985,0,0.0288,0.00049,0.0137,0.273,0.363,175.543,audio_features,243640,4
Gasoline,Seether,Gasoline,Seether,Disclaimer,5ih5herXfvp5coBVFhmoAW,65,,0.473,0.942,1,-2.698,1,0.0785,3.4e-05,0.0375,0.0627,0.75,173.527,audio_features,168560,4
Here And Now,Seether,Here And Now,Seether,Holding Onto Strings Better Left To Fray,6fVH4LE9qvlkED9yeimlIo,44,,0.53,0.903,7,-5.282,1,0.0312,3.69e-05,0.0,0.158,0.371,110.031,audio_features,235589,4
Let You Down,Seether,Let You Down,Seether,Poison The Parish (Deluxe Edition),0bKbN288jXK5tKxnEGK8xL,49,,0.476,0.809,2,-4.434,1,0.0327,2.66e-05,0.0797,0.0886,0.558,83.957,audio_features,250213,4
No Resolution,Seether,No Resolution,Seether,Holding Onto Strings Better Left To Fray (Deluxe Version),40Qx0XpD6vD7L05qvtbo9O,32,,0.552,0.894,5,-4.637,1,0.0299,8.86e-06,0.0115,0.0904,0.699,121.979,audio_features,188237,4
Nobody Praying For Me,Seether,Nobody Praying For Me,Seether,Isolate And Medicate,3bq8WiQrEXMwPAibYs7tpu,69,,0.541,0.916,7,-5.964,0,0.0612,0.00326,2.04e-06,0.0967,0.627,156.015,audio_features,197800,4
Remedy,Seether,Remedy,Seether,Karma and Effect,5ynxx6zC4dgzsMHLYQ04Dc,73,,0.55,0.952,8,-4.664,1,0.0924,0.000193,0.000666,0.0614,0.391,127.804,audio_features,207213,4
Rise Above This,Seether,Rise Above This,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),4dZ4iHhsqQAQ4em4abLB6C,60,,0.533,0.83,1,-3.092,1,0.0324,0.011,2.98e-06,0.0801,0.249,120.028,audio_features,203893,4
Same Damn Life,Seether,Same Damn Life,Seether,Isolate And Medicate,5tkcQeBaeM1ZoNs2YUOmnz,63,,0.595,0.949,5,-4.327,1,0.0476,0.000325,4.24e-05,0.306,0.772,117.97,audio_features,199707,4
Save Today,Seether,Save Today,Seether,Isolate And Medicate,0ZR5YmVcNtP6ZSF4Lr0FY2,50,,0.48,0.786,4,-6.482,1,0.035,0.052,2.22e-06,0.111,0.18,167.975,audio_features,287760,4
Seether,Seether,Seether,Seether,"Curiosities, Rarities And Pariahs",41U0bdUsRuVgD1r2tP7KBt,32,,0.516,0.843,8,-5.255,1,0.0482,5.7e-05,0.226,0.0718,0.657,135.993,audio_features,216371,4
The Gift,Seether,The Gift,Seether,Karma and Effect,5Vo2JtJMOozIKC7y37HLv8,52,,0.529,0.688,8,-5.722,0,0.0313,0.000173,0.0239,0.141,0.223,113.289,audio_features,334187,4
Tonight,Seether,Tonight,Seether,Holding Onto Strings Better Left To Fray,290yPLUQhUqZd1OlmPWGRI,56,,0.59,0.929,9,-4.356,1,0.035,1.61e-05,0.0662,0.113,0.517,125.012,audio_features,224068,4
Truth,Seether,Truth,Seether,Karma and Effect,5KUUpftdyMnSZNOyO3qydy,59,,0.519,0.801,10,-5.624,0,0.0412,0.00587,0.0189,0.218,0.564,100.053,audio_features,230373,4
Wasteland,Seether,Wasteland,Seether,"Si Vis Pacem, Para Bellum",2SD2zj8W5zKMdjCCJFF0vQ,47,,0.268,0.811,1,-4.06,1,0.0409,7.61e-05,0.00122,0.0651,0.295,101.041,audio_features,239627,3
Weak,Seether,Weak,Seether,Isolate And Medicate (Deluxe Edition),788uyCFxDhOamonBgeuTVY,47,,0.37,0.889,5,-4.75,1,0.0611,0.00159,4.79e-05,0.102,0.395,159.978,audio_features,229053,4
Words As Weapons,Seether,Words As Weapons,Seether,Isolate And Medicate (Deluxe Edition),0aYQsp1vZZcX0JBEJvKF7N,64,,0.593,0.903,5,-5.537,0,0.0581,0.0113,0.000315,0.0449,0.614,109.858,audio_features,240200,4
45,Shinedown,45,Shinedown,Leave a Whisper (Deluxe Edition),420JGkyLfLUZcgBHKiIK9v,70,https://p.scdn.co/mp3-preview/5a51a40e7292045ae69ab3a3f08f8ff0f746a88b?cid=3502c8805da84b25aa0305556012150b,0.446,0.657,7,-4.494,1,0.0262,0.0022,0.0,0.189,0.215,152.132,audio_features,250093,3
A Symptom Of Being Human,Shinedown,A Symptom Of Being Human,Shinedown,Planet Zero,7xOB82ELg70RoIM3mMTkt4,69,https://p.scdn.co/mp3-preview/a661c59086b43f7f1f330c199eb598cd65f120cc?cid=3502c8805da84b25aa0305556012150b,0.601,0.552,0,-7.534,1,0.0261,0.0892,0.0,0.134,0.324,133.979,audio_features,248454,4
ATTENTION ATTENTION,Shinedown,ATTENTION ATTENTION,Shinedown,ATTENTION ATTENTION,0XRjftXFxSo0ZEC0ZdSxWQ,54,https://p.scdn.co/mp3-preview/37372af52234f842431cc83c7f776a35db2e3296?cid=3502c8805da84b25aa0305556012150b,0.524,0.975,7,-2.914,1,0.0629,0.000443,0.296,0.877,0.58,160.03,audio_features,230520,4
Adrenaline,Shinedown,Adrenaline,Shinedown,Amaryllis,5oJrV0mGkw9dilk96X3W0c,53,https://p.scdn.co/mp3-preview/4a465ad00962460e1e738ff065083f468843772e?cid=3502c8805da84b25aa0305556012150b,0.467,0.986,9,-2.69,1,0.0634,5.17e-05,9.21e-05,0.291,0.4,159.935,audio_features,206227,4
Asking for It,Shinedown,Asking For It,Shinedown,Threat to Survival,3Tp7y0bLogDQsIO5tTTOH4,60,https://p.scdn.co/mp3-preview/ec2e6c7539d5867a01f648d344587b804797a651?cid=3502c8805da84b25aa0305556012150b,0.449,0.971,10,-3.66,1,0.0476,0.00273,0.0,0.141,0.414,144.031,audio_features,210707,4
Atlas Falls,Shinedown,Atlas Falls,Shinedown,Atlas Falls,7m1Lw3uTakxHFxGjXXbE4l,56,https://p.scdn.co/mp3-preview/cc8bedbac58870e65b78e7cbd65d019d95e60279?cid=3502c8805da84b25aa0305556012150b,0.39,0.888,1,-3.405,0,0.051,0.102,0.0,0.141,0.422,181.979,audio_features,192370,3
Bully,Shinedown,Bully,Shinedown,Amaryllis,0Ldlex2J63L6Dop9Pk2Rz9,60,https://p.scdn.co/mp3-preview/18bf818faeafb7bb5e334852bf1c5fc88b1425bd?cid=3502c8805da84b25aa0305556012150b,0.519,0.969,6,-2.34,0,0.0662,9.03e-05,0.0,0.111,0.48,77.011,audio_features,242747,4
Burning Bright,Shinedown,Burning Bright,Shinedown,Leave a Whisper (Deluxe Edition),2v2tACRdYHWFMuUIvSI4fL,53,https://p.scdn.co/mp3-preview/5b7ea25e218e75a1ef261d3f14e4338b864abb52?cid=3502c8805da84b25aa0305556012150b,0.527,0.763,11,-5.303,0,0.0325,0.0004,4.52e-06,0.108,0.26,113.406,audio_features,227107,4
Cut the Cord,Shinedown,Cut The Cord,Shinedown,Threat to Survival,4LFBVDJV0xpayUvquQVzhS,70,https://p.scdn.co/mp3-preview/ea1c66b2e677ae69a00aac4ddce11f99aee62a94?cid=3502c8805da84b25aa0305556012150b,0.447,0.966,7,-2.966,1,0.089,0.00349,0.000198,0.312,0.533,178.105,audio_features,224597,4
Daylight,Shinedown,Daylight,Shinedown,Daylight,6LleMnUceskUsmszoOlODl,56,https://p.scdn.co/mp3-preview/492b9b2559c5bf15a84652d8eb461f62761f70a6?cid=3502c8805da84b25aa0305556012150b,0.258,0.539,5,-5.853,1,0.0342,0.424,1.32e-05,0.0874,0.344,180.583,audio_features,240895,3
Dead Don’t Die,Shinedown,Dead Dont Die,Shinedown,Planet Zero,5fcfRUBheqJ4l8JwzP15gP,60,https://p.scdn.co/mp3-preview/e30f1907f583ad178559c17c9cece02e27a9b01a?cid=3502c8805da84b25aa0305556012150b,0.472,0.756,7,-3.294,1,0.0479,0.000121,0.000142,0.0324,0.768,137.011,audio_features,194730,4
DEVIL,Shinedown,Devil,Shinedown,ATTENTION ATTENTION,2hEYslbdYWFSIA6JboUvnR,67,https://p.scdn.co/mp3-preview/f84b61c506fb1370fae3d31b8b7a6bed0418e648?cid=3502c8805da84b25aa0305556012150b,0.354,0.942,7,-3.245,1,0.237,0.00039,6.36e-06,0.431,0.242,119.992,audio_features,207987,4
Devour,Shinedown,Devour,Shinedown,The Sound of Madness,65f3M1uGKcxbCpXP3KLUOm,54,https://p.scdn.co/mp3-preview/c298e3c25c5459e5a6ae8a47fb1122c17e13684a?cid=3502c8805da84b25aa0305556012150b,0.337,0.981,8,-3.54,1,0.141,6.68e-05,0.000717,0.0697,0.228,176.995,audio_features,229973,4
Diamond Eyes (Boom-Lay Boom-Lay Boom),Shinedown,Diamond Eyes,Shinedown,The Sound of Madness,1PLMK1ui86iHHG3FM1N7ue,65,https://p.scdn.co/mp3-preview/15e66b46d79d844a454c5036f6c22f7a4ff76385?cid=3502c8805da84b25aa0305556012150b,0.516,0.884,2,-3.706,0,0.0448,0.000254,0.000347,0.0478,0.448,107.96,audio_features,336113,4
Enemies,Shinedown,Enemies,Shinedown,Amaryllis,1SDl9wY1MqbpJQW0yKEWxL,67,https://p.scdn.co/mp3-preview/e47741c255b4738d6dc01ea461dfbcd5b526bbe4?cid=3502c8805da84b25aa0305556012150b,0.507,0.966,1,-2.635,1,0.046,0.00159,0.0,0.336,0.502,136.035,audio_features,188093,4
Fly from the Inside,Shinedown,Fly From The Inside,Shinedown,Leave a Whisper (Deluxe Edition),6kPDxVwJH5YtKeytA2rA6M,58,https://p.scdn.co/mp3-preview/6aedef4b28aa7af2cb4e44d6ed8cc593ba0b0656?cid=3502c8805da84b25aa0305556012150b,0.482,0.916,5,-4.557,1,0.0473,3.51e-05,0.000588,0.0474,0.385,96.101,audio_features,235160,4
GET UP,Shinedown,Get Up,Shinedown,ATTENTION ATTENTION,1OKQIvaO7yn7R2BpdUFG7D,59,https://p.scdn.co/mp3-preview/ae5c637f42220fe9b248d89f41c36ae69a149168?cid=3502c8805da84b25aa0305556012150b,0.552,0.935,0,-4.096,1,0.0623,0.0174,1.98e-06,0.116,0.38,74.954,audio_features,245787,4
Heroes,Shinedown,Heroes,Shinedown,Us and Them (Deluxe Edition),3mwLIWu6drN0n6t9e5bwjG,53,https://p.scdn.co/mp3-preview/39c8483e7557c97466d008855c6ed56374434dfe?cid=3502c8805da84b25aa0305556012150b,0.379,0.901,0,-4.81,0,0.0349,6.84e-05,2.97e-05,0.0933,0.691,168.976,audio_features,204027,4
How Did You Love,Shinedown,How Did You Love,Shinedown,Threat to Survival,2le5xHvcWF8PDp608d4L8D,62,https://p.scdn.co/mp3-preview/8be4a004d0fae77bc74bffb7d7242ceaa7b91821?cid=3502c8805da84b25aa0305556012150b,0.331,0.75,5,-5.202,1,0.0436,6.86e-05,1.21e-06,0.0945,0.26,185.97,audio_features,187627,4
I Dare You,Shinedown,I Dare You,Shinedown,Us and Them (Deluxe Edition),2b86QdcYHnO4YRXqfqlmGH,51,https://p.scdn.co/mp3-preview/a48555aa0384489d820c7fe02e158a50b2e491c8?cid=3502c8805da84b25aa0305556012150b,0.55,0.921,3,-4.606,0,0.0312,5.51e-05,0.000214,0.0999,0.354,107.013,audio_features,234053,4
I'll Follow You,Shinedown,Ill Follow You,Shinedown,Amaryllis,0ILR5GMSzBRp2LrI8GX1Si,61,https://p.scdn.co/mp3-preview/91c60a6d49622b4a9f251faa1189df133ed75115?cid=3502c8805da84b25aa0305556012150b,0.537,0.692,10,-4.159,1,0.0315,0.00193,0.0,0.114,0.286,125.037,audio_features,238760,3
If You Only Knew,Shinedown,If You Only Knew,Shinedown,The Sound of Madness,0CkSF2TAqIu8TJaVwwAOnT,57,https://p.scdn.co/mp3-preview/4de7d14b93bd5649b1bc5f9121f897b988f52cf4?cid=3502c8805da84b25aa0305556012150b,0.449,0.956,9,-4.011,0,0.0398,0.000347,0.0,0.325,0.321,97.011,audio_features,226640,4
MONSTERS,Shinedown,Monsters,Shinedown,ATTENTION ATTENTION,1qAuIPMALdFtGv2Ymjy5l0,69,https://p.scdn.co/mp3-preview/5552e4485f7647d91afa3b35e0ef1e50afaac197?cid=3502c8805da84b25aa0305556012150b,0.487,0.9,5,-4.54,1,0.0529,0.00204,6.42e-06,0.11,0.377,149.959,audio_features,248373,4
Planet Zero,Shinedown,Planet Zero,Shinedown,Planet Zero,7g2LuO2QFplZfsLKRFiVHl,60,https://p.scdn.co/mp3-preview/28529504dc8a8bd384f4365d021a02ca36418551?cid=3502c8805da84b25aa0305556012150b,0.416,0.964,9,-2.967,1,0.112,2.35e-05,0.000875,0.473,0.212,157.925,audio_features,222739,4
Save Me,Shinedown,Save Me,Shinedown,Us and Them (Deluxe Edition),23SlyxzUtQtExgEButcOtR,60,https://p.scdn.co/mp3-preview/4cbcd70bbe56e388b547893213b393171086fd2c?cid=3502c8805da84b25aa0305556012150b,0.524,0.816,11,-3.49,0,0.0308,0.00044,0.0,0.0777,0.252,116.026,audio_features,213933,4
Second Chance,Shinedown,Second Chance,Shinedown,The Sound of Madness,0CwYG1UnRmOx8Q1EzElCIL,73,https://p.scdn.co/mp3-preview/6ff0345f3f2809bddbceae315e2260fc2d778a26?cid=3502c8805da84b25aa0305556012150b,0.46,0.796,0,-4.501,0,0.0333,0.00107,0.0,0.106,0.182,100.011,audio_features,222067,4
Simple Man - Acoustic,Shinedown,Simple Man,Shinedown,Leave a Whisper (Deluxe Edition),4VuKGQiCzE5BdSdvp6Hjoh,62,https://p.scdn.co/mp3-preview/d1951a1d00c5f05c2f94782f19a7871c8b9b44a0?cid=3502c8805da84b25aa0305556012150b,0.568,0.367,7,-8.15,1,0.0318,0.768,0.0,0.279,0.41,121.074,audio_features,320267,4
Sound of Madness,Shinedown,Sound Of Madness,Shinedown,The Sound of Madness,0W9Xvd4Qx1aZPxEi94vgRY,74,https://p.scdn.co/mp3-preview/2f65a8451f210423ae6c8be1c8b297c1bf7bdc23?cid=3502c8805da84b25aa0305556012150b,0.328,0.939,2,-1.654,0,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,audio_features,233987,4
State of My Head,Shinedown,State Of My Head,Shinedown,Threat to Survival,1fnULsZuORnAgCFFbM8nTZ,65,https://p.scdn.co/mp3-preview/187346f7cf6ff1c18aa162435b0804a36aaf4952?cid=3502c8805da84b25aa0305556012150b,0.486,0.94,7,-4.237,0,0.0605,0.00919,0.0,0.0777,0.42,79.727,audio_features,205653,4
The Crow & the Butterfly,Shinedown,The Crow  The Butterfly,Shinedown,The Sound of Madness,1LkMC92Zc21awBWSHWZeGp,55,https://p.scdn.co/mp3-preview/f53854348b0ea5ee0d3d2a6be47fc8bf505acc9f?cid=3502c8805da84b25aa0305556012150b,0.319,0.781,5,-3.496,1,0.0329,0.0013,0.0,0.0944,0.238,149.002,audio_features,253600,3
Unity,Shinedown,Unity,Shinedown,Amaryllis,2Bu4dB6VHWtSUn4cyLAjNU,49,https://p.scdn.co/mp3-preview/a13e4779951bcdb20c050f18e7f77f596161b0ed?cid=3502c8805da84b25aa0305556012150b,0.489,0.963,0,-2.932,1,0.0531,0.000363,7.43e-05,0.0722,0.303,120.015,audio_features,252800,4
Abuse Me,Silverchair,Abuse Me,Silverchair,Freak Show,6lgsxp4M1RmnkivCqp6kPa,47,https://p.scdn.co/mp3-preview/673aee8efc3bc98d186d3e13b1a861693fe83ea4?cid=3502c8805da84b25aa0305556012150b,0.475,0.679,9,-8.212,0,0.0319,0.303,1.78e-05,0.108,0.33,103.653,audio_features,239893,4
Ana's Song (Open Fire),Silverchair,Anas Song,Silverchair,Neon Ballroom,3rnU9CkxjXJ1uCCnb3t56l,52,https://p.scdn.co/mp3-preview/76e53e707ed6a7ab2e4f842d245f01b8b7161059?cid=3502c8805da84b25aa0305556012150b,0.395,0.648,9,-7.372,1,0.027,0.0407,8.25e-05,0.0868,0.246,80.286,audio_features,222267,4
Anthem for the Year 2000,Silverchair,Anthem For The Year 2000,Silverchair,Neon Ballroom,3qaoPiN33Fc5uJRfhYjN34,48,https://p.scdn.co/mp3-preview/6e9e16c09ac0ffdb00c3a49577c89fc29e30128f?cid=3502c8805da84b25aa0305556012150b,0.325,0.768,2,-7.51,1,0.0491,0.0426,4.04e-06,0.27,0.454,176.6,audio_features,247787,4
Freak,Silverchair,Freak,Silverchair,Freak Show,2RDgs05sg2vrpwiAEUkWd0,60,https://p.scdn.co/mp3-preview/f814c871c1e23093f0ff88d27d806969aa1a74dd?cid=3502c8805da84b25aa0305556012150b,0.539,0.883,6,-6.614,0,0.0652,0.00451,1.38e-06,0.0606,0.405,118.058,audio_features,226107,4
Israel's Son,Silverchair,Israels Son,Silverchair,Frogstomp (Deluxe Edition) [Remastered],4gAV3sMEZn4lrfKPGARCqA,55,https://p.scdn.co/mp3-preview/afc41474d5fdd951c005af76602d0268196e185b?cid=3502c8805da84b25aa0305556012150b,0.209,0.841,7,-4.579,1,0.0621,0.000762,3.6e-05,0.0998,0.396,163.712,audio_features,318321,4
Pure Massacre,Silverchair,Pure Massacre,Silverchair,Frogstomp (Deluxe Edition) [Remastered],7qCIP5KHYy9HuXbEEWzmC7,50,https://p.scdn.co/mp3-preview/e7dbfdf01ce9dfb8521965f4df7df1d931b3fd8e?cid=3502c8805da84b25aa0305556012150b,0.226,0.823,2,-5.425,0,0.0421,0.000132,6.41e-05,0.0891,0.406,183.809,audio_features,298641,4
Tomorrow,Silverchair,Tomorrow,Silverchair,Frogstomp (Deluxe Edition) [Remastered],24tO365YW6lcZr1hN4Ukzj,66,https://p.scdn.co/mp3-preview/a2b8a3af3004d70311bd67d526db72e554443cfc?cid=3502c8805da84b25aa0305556012150b,0.292,0.714,2,-4.919,1,0.0316,0.000658,0.000109,0.102,0.462,151.412,audio_features,266280,3
Alive And Kicking,Simple Minds,Alive  Kicking,Simple Minds,Once Upon A Time (Super Deluxe),2x5IXUFOcvvBUtEpnCBNlp,69,,0.572,0.913,0,-4.26,1,0.0362,0.0753,1.5e-05,0.128,0.561,103.265,audio_features,289453,4
All The Things She Said,Simple Minds,All The Things She Said,Simple Minds,Once Upon A Time (Super Deluxe),24E70eoxQmhQBvoBUWRLtp,58,,0.6,0.86,7,-7.156,1,0.0292,0.12,0.00037,0.0961,0.519,103.93,audio_features,255853,4
And The Band Played On - 2002 Digital Remaster,Simple Minds,And The Band Played On,Simple Minds,Good News From The Next World,05jyUdXI8WcmPd1j6zsUx5,24,,0.439,0.893,1,-7.435,0,0.0828,0.00756,0.0103,0.105,0.494,167.936,audio_features,331987,4
Don't You (Forget About Me),Simple Minds,Dont You,Simple Minds,Once Upon A Time (Super Deluxe),3fH4KjXFYMmljxrcGrbPj9,80,,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,audio_features,263040,4
Sanctify Yourself,Simple Minds,Sanctify Yourself,Simple Minds,Once Upon A Time (Super Deluxe),5YIh3K9eF6ymtagIIpprOU,48,,0.564,0.924,0,-6.262,1,0.0417,0.0634,0.00017,0.716,0.702,128.25,audio_features,297907,4
See The Lights - 2002 Digital Remaster,Simple Minds,See The Lights,Simple Minds,Real Life,00Jk0pSoXt92IT9yYNaFqt,49,,0.569,0.559,1,-8.459,1,0.0283,0.0218,0.241,0.215,0.201,125.089,audio_features,261875,4
She's A River - 2002 Digital Remaster,Simple Minds,Shes A River,Simple Minds,Good News From The Next World,4WhrINlPGuSiZjJdHoMTHE,44,,0.37,0.854,2,-7.018,1,0.0812,0.00147,5.74e-06,0.0586,0.181,184.068,audio_features,332560,4
Stand By Love,Simple Minds,Stand By Love,Simple Minds,Real Life,5mYlt4d2hgYM0OuhfAjvXB,34,,0.484,0.943,5,-5.154,1,0.0444,0.0422,0.288,0.119,0.332,119.669,audio_features,243613,4
This Is Your Land - Remastered 2002,Simple Minds,This Is Your Land,Simple Minds,Street Fighting Years,2Y3DUESfUwyxTLtBWkK0fY,36,,0.559,0.793,11,-6.998,0,0.0313,0.334,0.131,0.161,0.509,89.031,audio_features,382133,4
Are You With Me Now,Sixx:A.M.,Are You With Me Now,Sixx:A.M.,This Is Gonna Hurt,3zhWhGHwqIjWXGc50EQLAY,39,https://p.scdn.co/mp3-preview/17f198fe0fdb3902445297f4666e3e0d3a0c78c1?cid=3502c8805da84b25aa0305556012150b,0.374,0.935,6,-3.341,1,0.0626,0.00344,8.77e-06,0.073,0.34,171.036,audio_features,242707,4
